label,order,wallTimeSeconds,numAtoms,numBonds,canceled,useFastSubstructCache,useDuplicateSubstructCache,elapsedTimeSeconds,mcsFoundTimeSeconds,totalSteps,mcsFoundStep,initialSeeds,mismatchedInitialSeeds,inspectedSeeds,remainingSizeRejected,seedChecks,individualBondExcluded,matchCalls,matchFound,fastMatchCalls,fastMatchFound,slowMatchCalls,slowMatchCallsDerived,slowMatchFound,exactMatchCalls,exactMatchFound,findHashInCache,hashKeyFoundInCache,wrongCompositionRejected,wrongCompositionDetected,dupCacheFound,dupCacheFoundMatch,hashCacheKeys,hashCacheEntries,duplicateCacheEntries,matchMiss,matchHitRate,fastMatchMiss,fastMatchHitRate,slowMatchMiss,slowMatchHitRate,exactMatchMiss,exactMatchHitRate,hashCacheMiss,hashCacheHitRate,dupCacheMiss,dupCacheHitRate,seedCheckRate,remainingRejectRatePerSeed,stepsAfterMcsFound,mcsFoundStepFraction,mcsFoundTimeFraction
default,"A,B",0.3927824279999186,21,20,0,True,True,0.386856,0.005938,16277,287,35,2,37709,8236,29498,990,14597,1176,9236,786,13811,13811,390,13957,13957,28554,13957,0,0,944,1,1176,1176,28508,13421,0.08056449955470302,8450,0.08510177566045907,13421,0.028238360726956773,0,1.0,14597,0.48879316382993626,943,0.001059322033898305,0.7822535734174866,0.2184093982868811,15990,0.017632241813602016,0.015349380648096449
no_fast_cache,"A,B",0.2636853109997901,21,20,0,False,True,0.259586,0.002703,16277,287,35,2,37709,8236,29498,990,28554,15133,28519,10984,17570,17570,4149,0,0,0,0,0,0,944,1,0,0,28508,13421,0.5299782867549205,17535,0.38514674427574597,13421,0.23614114968696642,0,,0,,943,0.001059322033898305,0.7822535734174866,0.2184093982868811,15990,0.017632241813602016,0.010412734122795529
no_duplicate_cache,"A,B",0.25002532100006647,21,20,0,True,False,0.24928,0.002929,16277,287,35,2,37709,8236,29498,990,15540,1176,9808,786,14754,14754,390,13958,13958,29498,13958,0,0,0,0,1176,1176,0,14364,0.07567567567567568,9022,0.08013866231647634,14364,0.026433509556730378,0,1.0,15540,0.4731846226862838,0,,0.7822535734174866,0.2184093982868811,15990,0.017632241813602016,0.011749839537869063
no_caches,"A,B",0.2327170610005851,21,20,0,False,False,0.232685,0.002601,16277,287,35,2,37709,8236,29498,990,29498,15134,29463,10984,18514,18514,4150,0,0,0,0,0,0,0,0,0,0,0,14364,0.5130517323208353,18479,0.3728065709533992,14364,0.22415469374527386,0,,0,,0,,0.7822535734174866,0.2184093982868811,15990,0.017632241813602016,0.01117820229065045
swapped_default,"B,A",0.2791374040007213,21,20,0,True,True,0.273817,0.003749,16277,287,35,2,37709,8236,29498,990,14597,1176,9236,786,13811,13811,390,13957,13957,28554,13957,0,0,944,1,1176,1176,28508,13421,0.08056449955470302,8450,0.08510177566045907,13421,0.028238360726956773,0,1.0,14597,0.48879316382993626,943,0.001059322033898305,0.7822535734174866,0.2184093982868811,15990,0.017632241813602016,0.01369162615907705
