pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback
530,110,592,9332415,3401358,COC(=O)C1=CC=C2CCCC(NC(=O)NCC3=CC=C(CNS(C)(=O)=O)C=C3)C2=C1,CC1(C)CC1(NC(=O)C=CC1=CC=CN=C1)C(=O)NCC1=CC=CO1,COC(=O)c1ccc2c(c1)C(NC(=O)NCc1ccc(CNS(C)(=O)=O)cc1)CCC2,CC1(C)CC1(NC(=O)C=Cc1cccnc1)C(=O)NCc1ccco1,31,33,25,27,18.900257,1.444550,9,8,9,8,1,0,0,1,0
531,26,951,1325871,2058576,CC(=CC1CC1)C(=O)N[C@@H]1CN(C(=O)C2=COCC2)C[C@H]1O,CN1C=C(S(=O)(=O)N2CC(NC(=O)C3=CC4=C(CCC4)S3)C2)C=N1,CC(=CC1CC1)C(=O)N[C@@H]1CN(C(=O)C2=COCC2)C[C@H]1O,Cn1cc(S(=O)(=O)N2CC(NC(=O)c3cc4c(s3)CCC4)C2)cn1,22,24,24,27,9.572176,1.028206,10,9,10,9,1,0,0,1,0
532,319,589,4194139,6811291,O=C(NC1=NN(C2=CC=NC(C(F)F)=C2)C=C1)C(=O)N1CCCC(O)C1,CCCC1(CO)CCCN1C(=O)C(=O)NC(CSC)CC1=CC=C(F)C=C1F,O=C(Nc1ccn(-c2ccnc(C(F)F)c2)n1)C(=O)N1CCCC(O)C1,CCCC1(CO)CCCN1C(=O)C(=O)NC(CSC)Cc1ccc(F)cc1F,26,28,28,29,36.353085,1.325875,15,14,15,14,1,0,0,1,0
533,693,929,867295,235085,CCC(CC)CCC(=O)NC(CC1CC1)C(=O)N(C)CC,FC(F)C1=NN=C(N2C[C@H]3CCC[C@@]3(C(F)F)C2)S1,CCC(CC)CCC(=O)NC(CC1CC1)C(=O)N(C)CC,FC(F)c1nnc(N2C[C@H]3CCC[C@@]3(C(F)F)C2)s1,21,21,19,21,11.854078,0.843884,9,8,9,8,1,0,0,1,0
534,981,384,7098766,3903101,CS[C@H]1C[C@H](CC(=O)N(C)[C@@H](CC(C)C)C(=O)NCC2CCN2C(C)(C)C)C1,CC1=C(CN(CC2=CC(F)=CN=C2)CC2(C)CC2(C)C)NC=C1C#N,CS[C@H]1C[C@H](CC(=O)N(C)[C@@H](CC(C)C)C(=O)NCC2CCN2C(C)(C)C)C1,Cc1c(C#N)c[nH]c1CN(Cc1cncc(F)c1)CC1(C)CC1(C)C,28,29,25,27,102.835449,4.577237,14,13,14,13,1,0,0,1,0
535,406,964,9037698,3383014,CC(C(=O)N[C@H]1C[C@H]2CC[C@@H]1CN(C1=NC=C3C=CC=NC3=N1)C2)C1CCOCC1,CC(C)(C)CC(O)C(=O)NC(CC(=O)N1CCCNC(=O)C1)C(F)F,CC(C(=O)N[C@H]1C[C@H]2CC[C@@H]1CN(c1ncc3cccnc3n1)C2)C1CCOCC1,CC(C)(C)CC(O)C(=O)NC(CC(=O)N1CCCNC(=O)C1)C(F)F,30,34,25,25,109.090309,3.493457,16,15,16,15,1,0,0,1,0
536,732,203,1118423,5641571,CC(F)(F)C(F)(F)CCOC(=O)C1CCC2=NN=CN2CC1,C=CCC(CNC(=O)CCC1=NN(C)C=C1)C(=O)N1CCC2(CCCC2)C1,CC(F)(F)C(F)(F)CCOC(=O)C1CCc2nncn2CC1,C=CCC(CNC(=O)CCc1ccn(C)n1)C(=O)N1CCC2(CCCC2)C1,22,23,27,29,17.420519,1.246376,10,9,10,9,1,0,0,1,0
537,77,606,5195946,633273,CC(C)(C)OC(=O)N1CCCC1CCC(=O)NCC1=CC=C2OC=CC2=C1,CN1N=CC=C1C1(C(=O)NCC2=CN=CO2)CCOCC1,CC(C)(C)OC(=O)N1CCCC1CCC(=O)NCc1ccc2occc2c1,Cn1nccc1C1(C(=O)NCc2cnco2)CCOCC1,27,29,21,23,31.150089,2.152663,11,10,11,10,1,0,0,1,0
538,707,850,8176720,8234603,CN(C[C@@H]1CCCCN1C(=O)C1=CN2C=CN=C2S1)C(=O)CCOCC(F)(F)F,CC1CC(NC(=O)CCC2=NN(C)C=C2)CN1C(=O)CC/C=C/C1=CC=CC=C1,CN(C[C@@H]1CCCCN1C(=O)c1cn2ccnc2s1)C(=O)CCOCC(F)(F)F,CC1CC(NC(=O)CCc2ccn(C)n2)CN1C(=O)CC/C=C/c1ccccc1,29,31,29,31,75.518318,4.507617,16,15,16,15,1,0,0,1,0
539,642,248,3685140,1499937,O=C(NC[C@@H]1C[C@@H](F)CN1C(=O)CC1=CC=CS1)C1CC(F)(CF)C1,O=C(CCC1=NC(C2CCCC2)=NO1)NC(CO)C1=CC=CS1,O=C(NC[C@@H]1C[C@@H](F)CN1C(=O)Cc1cccs1)C1CC(F)(CF)C1,O=C(CCc1nc(C2CCCC2)no1)NC(CO)c1cccs1,25,27,23,25,12.153020,1.098153,11,10,11,10,1,0,0,1,0
540,104,713,6937058,1020902,CC1=CN=C(O)C(NC(=O)C2CCN(C(=O)C(F)C3(O)CCCC3)CCO2)=C1,CCCCC1=NC(C)=C(C(=O)N(C)C2CN(C)S(=O)(=O)C2)S1,Cc1cnc(O)c(NC(=O)C2CCN(C(=O)C(F)C3(O)CCCC3)CCO2)c1,CCCCc1nc(C)c(C(=O)N(C)C2CN(C)S(=O)(=O)C2)s1,28,30,22,23,8.800114,0.783432,11,10,11,10,1,0,0,1,0
541,791,308,9428881,2580761,CC1=CC(C(=O)N2[C@H](CNC(=O)C3=CC=C(N=[N+]=[N-])C=C3)C[C@@H]3CCC[C@@H]32)=NN=C1C,CC1=CC(NC(=O)C(C)NC(=O)C2CCC(=O)NC2)=CC(C)=C1O,Cc1cc(C(=O)N2[C@H](CNC(=O)c3ccc(N=[N+]=[N-])cc3)C[C@@H]3CCC[C@@H]32)nnc1C,Cc1cc(NC(=O)C(C)NC(=O)C2CCC(=O)NC2)cc(C)c1O,31,34,24,25,270.991577,10.483205,18,17,18,17,1,0,0,1,0
542,870,700,1277142,2480793,CC/C=C/CC(=O)N[C@@H](COC)C(=O)NC1=CC(O)=CC=C1,CC(=O)OC(C)(C)C(=O)NC1CC2(C1)CC2C(=O)NCC1(F)CC1,CC/C=C/CC(=O)N[C@@H](COC)C(=O)Nc1cccc(O)c1,CC(=O)OC(C)(C)C(=O)NC1CC2(C1)CC2C(=O)NCC1(F)CC1,22,22,24,26,20.977600,1.303469,11,10,11,10,1,0,0,1,0
543,614,824,6934516,1881865,C[C@H]1COC(C)(C)CN1C(=O)C1CN(C(=O)C=CC2=CC=CC=C2)C(C)(C)C1,CCC(COC)C(=O)NCC(NC(=O)C1(C)CC=CC1)C(C)C,C[C@H]1COC(C)(C)CN1C(=O)C1CN(C(=O)C=Cc2ccccc2)C(C)(C)C1,CCC(COC)C(=O)NCC(NC(=O)C1(C)CC=CC1)C(C)C,28,30,23,23,31.598522,2.438748,11,10,11,10,1,0,0,1,0
544,123,815,2996567,3432128,CC[C@@H](NS(=O)(=O)CC1CC2(CCOCC2)C(=O)O1)C1=CC=CC=N1,C[C@@H]1C[C@@H](C(=O)NCC2=CC=CC=C2O)N(C(=O)CC2CC=CC2)C1,CC[C@@H](NS(=O)(=O)CC1CC2(CCOCC2)C(=O)O1)c1ccccn1,C[C@@H]1C[C@@H](C(=O)NCc2ccccc2O)N(C(=O)CC2CC=CC2)C1,25,27,25,27,21.673241,0.981057,10,9,10,9,1,0,0,1,0
545,579,801,5792433,6389538,C=CCOCC(=O)N1CCCCC1CCC(=O)NCC(C)(O)C1CCCC1,C=CCC(OC)C(=O)N(CC1=CC=NN1COC)CC1CCCOC1(C)C,C=CCOCC(=O)N1CCCCC1CCC(=O)NCC(C)(O)C1CCCC1,C=CCC(OC)C(=O)N(Cc1ccnn1COC)CC1CCCOC1(C)C,27,28,27,28,73.976631,3.466828,15,14,15,14,1,0,0,1,0
546,42,355,1415851,1599064,O=C(NC1=NN2C=CC=CC2=C1)C1=C2OCCCC2=CC(Br)=C1,O=[N+]([O-])C1=CC=C(CNC(CO)C2=CC=C(Br)C(Cl)=C2)C=C1F,O=C(Nc1cc2ccccn2n1)c1cc(Br)cc2c1OCCC2,O=[N+]([O-])c1ccc(CNC(CO)c2ccc(Br)c(Cl)c2)cc1F,23,26,23,24,45.851086,2.866967,15,15,15,15,1,0,0,1,0
547,545,438,5030749,6760261,CCC(CC(=O)N(CCC1CCC1)CC1=CC=C2C=CC=NN21)C(F)F,CN(CC1=NN=CN1)C(=O)C(=O)NC1=CC=CC(NC(=O)C2=CC=NC=C2)=C1,CCC(CC(=O)N(CCC1CCC1)Cc1ccc2cccnn12)C(F)F,CN(Cc1nnc[nH]1)C(=O)C(=O)Nc1cccc(NC(=O)c2ccncc2)c1,26,28,28,30,67.001259,4.080504,13,12,13,12,1,0,0,1,0
548,677,379,4192068,1962038,O=C(NCC1=NOC(C2CCOCC2)=N1)NC[C@@]12CCCC[C@]1(CO)C2,C=C(Br)CNC1=NC(N(C)CCN2C=NC=N2)=NC2=C1CSC2,O=C(NCc1noc(C2CCOCC2)n1)NC[C@@]12CCCC[C@]1(CO)C2,C=C(Br)CNc1nc(N(C)CCn2cncn2)nc2c1CSC2,26,29,23,25,11.701356,1.133763,12,11,12,11,1,0,0,1,0
549,70,518,4319416,1126877,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,O=C(COC(=O)C1=C(Br)C=NO1)NC1=CC=C2CCCC2=C1,CCCCSCC(=O)N[C@H]1CC[C@@H](CC(=O)N2CC(CO)(OC)C2)CC1,O=C(COC(=O)c1oncc1Br)Nc1ccc2c(c1)CCC2,26,27,22,24,50.932552,2.400974,13,12,13,12,1,0,0,1,0
550,663,349,5891057,9128830,COC1=CC(C(=O)N2C[C@@H]3[C@H](C2)[C@H]3NC(=O)C2=NN(C)C(C)=C2)=CC=C1C,CCC(CNS(=O)(=O)C1=CC=C(NC[C@@H](O)C2=CC=C(F)C=C2)N=C1)N1C=CC=N1,COc1cc(C(=O)N2C[C@@H]3[C@H](C2)[C@H]3NC(=O)c2cc(C)n(C)n2)ccc1C,CCC(CNS(=O)(=O)c1ccc(NC[C@@H](O)c2ccc(F)cc2)nc1)n1cccn1,27,30,30,32,65.616615,5.140913,13,12,13,12,1,0,0,1,0
551,12,869,1143739,8948212,FC(F)C1(CN2CCCCC(C3=CC=C(Cl)C=C3)C2)COC1,CCC(CC)C(C)C(=O)NC1(C2CCCCN2C(=O)C(F)=CC2=CN(C)N=N2)CC1,FC(F)C1(CN2CCCCC(c3ccc(Cl)cc3)C2)COC1,CCC(CC)C(C)C(=O)NC1(C2CCCCN2C(=O)C(F)=Cc2cn(C)nn2)CC1,22,24,30,32,100.803421,5.208016,12,11,12,11,1,0,0,1,0
552,430,842,4050179,3050571,CN1C=CN=C1SCC1=CC=C(C(=O)N2CCC3=C(C=CN=C3N)C2)O1,CSC1=NC=C(Br)C(NC(=O)CNC(=O)C2=CC3=C(CCCC3)S2)=N1,Cn1ccnc1SCc1ccc(C(=O)N2CCc3c(ccnc3N)C2)o1,CSc1ncc(Br)c(NC(=O)CNC(=O)c2cc3c(s2)CCCC3)n1,26,29,25,27,26.562389,1.824155,10,9,10,9,1,0,0,1,0
553,501,108,4499785,10299613,C#CCOC(=O)CNC(=O)C(F)C1CC(NC(=O)CC2CC3(CC3)C2)C1,COCC1CCN(C2=CC=C(S(=O)(=O)NCC3CN(CC4=CC(C)=CC=C4)CCO3)C=C2C#N)C1,C#CCOC(=O)CNC(=O)C(F)C1CC(NC(=O)CC2CC3(CC3)C2)C1,COCC1CCN(c2ccc(S(=O)(=O)NCC3CN(Cc4cccc(C)c4)CCO3)cc2C#N)C1,26,28,35,38,86.363373,3.279992,13,12,13,12,1,0,0,1,0
554,443,983,4553163,2980854,C#CCN(CC(=O)N[C@@H](CCC)C(F)(F)F)C(=O)CCN1CCCC1=O,CCOC(=O)C1=C(C(F)F)N=C(NCC2=CC(C(=O)OC)=CC=C2)S1,C#CCN(CC(=O)N[C@@H](CCC)C(F)(F)F)C(=O)CCN1CCCC1=O,CCOC(=O)c1sc(NCc2cccc(C(=O)OC)c2)nc1C(F)F,26,26,25,26,6.281634,0.611956,8,7,8,7,1,0,0,1,0
555,370,650,9041022,2369078,CC1=CC=C([N+](=O)[O-])C(NC2COCCCN(C(=O)C[C@@H](C)C3=CC=CC=C3)C2)=N1,CC1(C(=O)O)CCC2=CC(C3=CC=C(F)C(C(F)(F)F)=C3)=CC=C21,Cc1ccc([N+](=O)[O-])c(NC2COCCCN(C(=O)C[C@@H](C)c3ccccc3)C2)n1,CC1(C(=O)O)CCc2cc(-c3ccc(F)c(C(F)(F)F)c3)ccc21,30,32,24,26,262.031586,14.475281,11,10,11,10,1,0,0,1,0
556,912,848,8238602,852893,O=C(NC1COCCN(C(=O)C2=NN3C=CC=NC3=C2)C1)[C@H]1C[C@H]2O[C@@H]1[C@@H]1C[C@H]21,CC1=C(C(=O)N2C[C@@H](O)C[C@H]2C(=O)NC2CC2)CCCO1,O=C(NC1COCCN(C(=O)c2cc3ncccn3n2)C1)[C@H]1C[C@H]2O[C@@H]1[C@@H]1C[C@@H]12,CC1=C(C(=O)N2C[C@@H](O)C[C@H]2C(=O)NC2CC2)CCCO1,29,34,21,23,49.344654,2.060875,15,14,15,14,1,0,0,1,0
557,470,724,3166266,374384,N[C@@H](CC1=CC=CC(NC(=O)C2=C(F)C=C(CO)C=C2F)=C1)C(=O)O,CC[C@H]1C[C@@H]1C(=O)N(C)CC1=CC2=C(C=C1Br)OCO2,N[C@@H](Cc1cccc(NC(=O)c2c(F)cc(CO)cc2F)c1)C(=O)O,CC[C@H]1C[C@@H]1C(=O)N(C)Cc1cc2c(cc1Br)OCO2,25,26,20,22,122.340385,7.401444,15,14,15,14,1,0,0,1,0
558,156,445,2819811,8869065,CCC1(C(=O)N(CCC(F)CO)CC2=CN(CC(C)C)N=C2)CC1,CC1(C)CC(CNC(=O)/C=C/C2=CC=CC=C2)(C(=O)N2CCC(N3CCCC3)C2)C1,CCC1(C(=O)N(CCC(F)CO)Cc2cnn(CC(C)C)c2)CC1,CC1(C)CC(CNC(=O)/C=C/c2ccccc2)(C(=O)N2CCC(N3CCCC3)C2)C1,24,25,30,33,70.444710,3.402984,16,15,16,15,1,0,0,1,0
559,180,751,5029912,4375377,NC(=O)[C@H]1C[C@H]1C(=O)N(CC1=NNC2=CC=CC=C21)C[C@H]1COCCO1,CC(C)C[C@@H](CC(=O)N1C2CSCC1C2)NC(=O)C1=NN2CCCC2=C1,NC(=O)[C@H]1C[C@H]1C(=O)N(Cc1n[nH]c2ccccc12)C[C@H]1COCCO1,CC(C)C[C@@H](CC(=O)N1C2CSCC1C2)NC(=O)c1cc2n(n1)CCC2,26,29,26,29,152.788513,5.485505,15,15,15,15,1,0,0,1,0
560,534,988,9236964,6019508,OCCOC1=CC=CC(CN(CC2=CC=C(C(F)(F)F)O2)CC2OCCC23CC3)=C1,O=C(CNC1=CC=NC=C1)NCC1CC(CNC(=O)CN2C=CN=N2)CO1,OCCOc1cccc(CN(Cc2ccc(C(F)(F)F)o2)CC2OCCC23CC3)c1,O=C(CNc1ccncc1)NCC1CC(CNC(=O)Cn2ccnn2)CO1,30,33,27,29,17.199087,1.530887,10,9,10,9,1,0,0,1,0
561,666,276,2410406,6286911,CCCN1C=CC(NC(=O)CC2CCN(C(=O)[C@H]3C[C@H]3C)CC2)=N1,CCC(C)(C)CCNC(C1=NN=NN1CCC#N)C1=C(F)C=C(F)C(F)=C1,CCCn1ccc(NC(=O)CC2CCN(C(=O)[C@H]3C[C@H]3C)CC2)n1,CCC(C)(C)CCNC(c1cc(F)c(F)cc1F)c1nnnn1CCC#N,24,26,27,28,30.384129,2.331216,12,11,12,11,1,0,0,1,0
562,630,827,4381149,10017841,C[C@H]1[C@H](CNC(=O)[C@@H]2C[C@@H](F)CN2C(=O)C2=CC=C(C(N)=O)O2)C1(F)F,CC(C)(C)OC(=O)N1CCN(C(=O)NCC2=CC3=CN=NC=C3O2)C(C2=CC=CC=C2F)C1,C[C@H]1[C@H](CNC(=O)[C@@H]2C[C@@H](F)CN2C(=O)c2ccc(C(N)=O)o2)C1(F)F,CC(C)(C)OC(=O)N1CCN(C(=O)NCc2cc3cnncc3o2)C(c2ccccc2F)C1,26,28,33,36,112.812378,6.453348,13,12,13,12,1,0,0,1,0
563,941,551,3762436,3108760,CC(NC(=O)C1=CN(CC(F)F)C=N1)C1=CN(C[C@H]2C[C@H](N)C2)N=N1,CC1=C(CCNC(=O)NCC(=O)N2CCCO2)C2=CC(Cl)=CC=C2N1,CC(NC(=O)c1cn(CC(F)F)cn1)c1cn(C[C@H]2C[C@H](N)C2)nn1,Cc1[nH]c2ccc(Cl)cc2c1CCNC(=O)NCC(=O)N1CCCO1,25,27,25,27,12.942053,1.120227,12,11,12,11,1,0,0,1,0
564,793,495,1506852,224835,O=C(NC12CCC(C(F)F)(CC1)OC2)C1=CC2=NC=CN2C=C1,C=CC(C)(O)CNC(=O)C1=CC2=C(N=CN2)C(F)=C1,O=C(NC12CCC(C(F)F)(CC1)OC2)c1ccn2ccnc2c1,C=CC(C)(O)CNC(=O)c1cc(F)c2nc[nH]c2c1,23,26,19,20,93.281250,3.178928,15,14,15,14,1,0,0,1,0
565,476,446,1462587,3959197,CC(C)(NC(=O)C1=CC2=CC=CC=C2C=N1)C1=CC(Br)=CC=N1,CCC(C)OC1=CC=CC(NC(=O)C2=C3C=CC=CC3=NC(OC)=C2)=C1,CC(C)(NC(=O)c1cc2ccccc2cn1)c1cc(Br)ccn1,CCC(C)Oc1cccc(NC(=O)c2cc(OC)nc3ccccc23)c1,23,25,26,28,84.083961,3.317925,16,15,16,15,1,0,0,1,0
566,845,748,2726269,3675863,CSC1=NC=CC(NC2CC(CCNC(=O)[C@H](O)C3CCC3)C2)=N1,CN1CCC[C@H]1CC(=O)N1C[C@H](NC(=O)C(=O)NCC2CC2)[C@@H](O)C1,CSc1nccc(NC2CC(CCNC(=O)[C@H](O)C3CCC3)C2)n1,CN1CCC[C@H]1CC(=O)N1C[C@H](NC(=O)C(=O)NCC2CC2)[C@@H](O)C1,24,26,25,27,24.238049,1.988643,12,11,12,11,1,0,0,1,0
567,606,274,633273,2157471,CN1N=CC=C1C1(C(=O)NCC2=CN=CO2)CCOCC1,C=CC1CCCN1S(=O)(=O)C1=CC=C(NS(=O)(=O)CCCC)C=C1,Cn1nccc1C1(C(=O)NCc2cnco2)CCOCC1,C=CC1CCCN1S(=O)(=O)c1ccc(NS(=O)(=O)CCCC)cc1,21,23,24,25,6.682437,0.711271,7,6,7,6,1,0,0,1,0
568,330,872,10117466,5919239,CCC1=CC=CC=C1N1N=NN=C1C(C1=CC=C2C=CN=CC2=C1)N1CC(O)CC(C)(C)C1,CC1=CC(C(=O)NC2(CNC(=O)CCOC3CC3)CCOCC2)=CC=C1F,CCc1ccccc1-n1nnnc1C(c1ccc2ccncc2c1)N1CC(O)CC(C)(C)C1,Cc1cc(C(=O)NC2(CNC(=O)CCOC3CC3)CCOCC2)ccc1F,33,37,27,29,180.396271,10.064820,15,14,15,14,1,0,0,1,0
569,251,850,5013558,8234603,CCCN1C=CC(CN(CCC(C)(C)CC)C(=O)CC2COCCO2)=N1,CC1CC(NC(=O)CCC2=NN(C)C=C2)CN1C(=O)CC/C=C/C1=CC=CC=C1,CCCn1ccc(CN(CCC(C)(C)CC)C(=O)CC2COCCO2)n1,CC1CC(NC(=O)CCc2ccn(C)n2)CN1C(=O)CC/C=C/c1ccccc1,26,27,29,31,24.493696,1.614577,12,11,12,11,1,0,0,1,0
570,957,88,6383091,420211,CC1CCC(CCN(CC2=C(F)C=CC=C2F)C(=O)C2=CC=CN=C2O)C1,NC(COCCO)=NOC[C@H]1C[C@H]1CC1=CC=CC=C1,CC1CCC(CCN(Cc2c(F)cccc2F)C(=O)c2cccnc2O)C1,NC(COCCO)=NOC[C@H]1C[C@H]1Cc1ccccc1,27,29,20,21,24.573917,1.071082,8,7,8,7,1,0,0,1,0
571,285,902,7929346,2466100,COC1=CC=C2C=C(CNCC3N(C(=O)OC(C)(C)C)CCC34CCC4)NC2=C1,CC1=C(C(=O)N2CC[C@H](C)C[C@@H]2C(=O)NC2(C(C)C)CC2)NC=C1,COc1ccc2cc(CNCC3N(C(=O)OC(C)(C)C)CCC34CCC4)[nH]c2c1,Cc1cc[nH]c1C(=O)N1CC[C@H](C)C[C@@H]1C(=O)NC1(C(C)C)CC1,29,32,24,26,188.610535,6.081597,17,17,17,17,1,0,0,1,0
572,461,249,6469213,4332357,CC(=O)NC(C)C(=O)N(CC1=C(C)C=CC=C1C)CC1(CF)CCCOC1,CC(CC(=O)NC1(C(=O)NC(C)CCN(C)C)CCCCC1)CN(C)C,CC(=O)NC(C)C(=O)N(Cc1c(C)cccc1C)CC1(CF)CCCOC1,CC(CC(=O)NC1(C(=O)NC(C)CCN(C)C)CCCCC1)CN(C)C,27,28,26,26,31.310478,2.183117,12,11,12,11,1,0,0,1,0
573,768,475,5597798,553233,CC1(CCC(=O)N2CCS(=N)(=O)CC2)CN(C(=O)[C@@H]2CC[C@H](C(N)=O)C2)C1,C=C1CCCN(C(=O)[C@@H]2CCN2C(=O)C2C=CCC2)C1,CC1(CCC(=O)N2CCS(=N)(=O)CC2)CN(C(=O)[C@@H]2CC[C@H](C(N)=O)C2)C1,C=C1CCCN(C(=O)[C@@H]2CCN2C(=O)C2C=CCC2)C1,27,29,20,22,26.581917,1.753896,12,11,12,11,1,0,0,1,0
574,583,624,1681719,1850926,O=C(NCC(O)C1=CC=CC=C1Br)[C@@H]1CCC2=CC=CC=C2N1,CC1=CC(CC(=O)N(C)C(C)C(=O)N(C)CC2=CN=CO2)=CS1,O=C(NCC(O)c1ccccc1Br)[C@@H]1CCc2ccccc2N1,Cc1cc(CC(=O)N(C)C(C)C(=O)N(C)Cc2cnco2)cs1,23,25,23,24,42.099663,1.928529,16,15,16,15,1,0,0,1,0
575,684,388,3714033,9410350,CC(C)(C)OC(=O)NC12CC(CCOC(=O)CCC3=COC=N3)(C1)C2,CCC1=CNC(=O)C(C(=O)N2CCN(C(=O)C3=CC(Cl)=CC=N3)CC3CCCCC32)=C1,CC(C)(C)OC(=O)NC12CC(CCOC(=O)CCc3cocn3)(C1)C2,CCc1c[nH]c(=O)c(C(=O)N2CCN(C(=O)c3cc(Cl)ccn3)CC3CCCCC32)c1,25,27,31,34,14.518842,0.787350,9,8,9,8,1,0,0,1,0
576,344,29,9516268,5500785,N#CC[C@@H](O)CN1C=C(C2=CC=CC(OCC(=O)NC3CCC4=NC=CN4C3)=C2)N=N1,CCN(C(=O)CC1CC(NC(=O)C2=C(C)OC(CO)=C2)C1)C(C)C1CCC1,N#CC[C@@H](O)Cn1cc(-c2cccc(OCC(=O)NC3CCc4nccn4C3)c2)nn1,CCN(C(=O)CC1CC(NC(=O)c2cc(CO)oc2C)C1)C(C)C1CCC1,31,34,27,29,70.629768,3.254878,11,10,11,10,1,0,0,1,0
577,506,871,3999241,882010,COC(=O)[C@@H](CC1=NNC=C1)NC(=O)C1CCCN(C(=O)C(C)(C)C)C1,C=CCCC(C)(C)NC(=O)C1=CCC(NC(=O)C(C)O)C1,COC(=O)[C@@H](Cc1cc[nH]n1)NC(=O)C1CCCN(C(=O)C(C)(C)C)C1,C=CCCC(C)(C)NC(=O)C1=CCC(NC(=O)C(C)O)C1,26,27,21,21,16.353588,0.993185,12,11,12,11,1,0,0,1,0
578,332,186,4169540,1420794,COC1=CC=C([C@H](C)NC(=O)N2CC(S(N)(=O)=O)CC23CCCC3)C=C1,COC(=O)C1CN(C)C(=O)CN1C(=O)CCC1=CC=C(F)N=C1,COc1ccc([C@H](C)NC(=O)N2CC(S(N)(=O)=O)CC23CCCC3)cc1,COC(=O)C1CN(C)C(=O)CN1C(=O)CCc1ccc(F)nc1,26,28,23,24,21.220280,1.124784,10,9,10,9,1,0,0,1,0
579,499,217,5522744,3764730,CC(C)(CNC(=O)C(C)(C)C(C)(C)O)CC(=O)NCC1CC/C=C\CCC1,CC(C)C(F)(F)C(=O)N1CC(C2=CN(CCCOC3CCC3)N=N2)C1,CC(C)(CNC(=O)C(C)(C)C(C)(C)O)CC(=O)NCC1CC/C=C\CCC1,CC(C)C(F)(F)C(=O)N1CC(c2cn(CCCOC3CCC3)nn2)C1,27,27,25,27,57.215424,1.835124,16,15,16,15,1,0,0,1,0
580,363,816,8246786,7636364,CCN(C(=O)CC1=CC(C)=CC=C1C)C1CCC(NC(=O)C2=CC=CN=N2)CC1,CN1C=NC=C1CNC1=NC(NCC(C)(C)C2=CC=NC=C2)=NC2=C1SC=C2,CCN(C(=O)Cc1cc(C)ccc1C)C1CCC(NC(=O)c2cccnn2)CC1,Cn1cncc1CNc1nc(NCC(C)(C)c2ccncc2)nc2ccsc12,29,31,28,31,33.442875,2.000488,10,9,10,9,1,0,0,1,0
581,264,348,6289492,2791183,C[C@H]1C[C@H]1CCC(NCCC1=CC=NN1C)C1=NN=NN1CC1=CC=CS1,CCC1=CC=C(CN(CC(Cl)(Cl)Cl)C(=O)CNC(=O)CC(C)C)O1,C[C@H]1C[C@H]1CCC(NCCc1ccnn1C)c1nnnn1Cc1cccs1,CCc1ccc(CN(CC(Cl)(Cl)Cl)C(=O)CNC(=O)CC(C)C)o1,27,30,24,24,6.652946,0.419788,13,12,13,12,1,0,0,1,0
582,286,901,7707730,8616169,CCC(C(=O)N(CC1=CC=C(OC)C(C)=C1)C[C@H]1CCCO1)C1=CC=CN=C1,CCCC1=NNC(C(=O)N(CC[C@H]2CCC(=O)N2)CC2=NNC(C3CCC3)=C2)=C1,CCC(C(=O)N(Cc1ccc(OC)c(C)c1)C[C@H]1CCCO1)c1cccnc1,CCCc1cc(C(=O)N(CC[C@H]2CCC(=O)N2)Cc2cc(C3CCC3)[nH]n2)[nH]n1,28,30,29,32,52.981918,2.318306,20,19,20,19,1,0,0,1,0
583,610,718,9252596,1002008,CN(CCC1=CC=CC=C1F)C(C(=O)NC1CC(F)(F)C1)C1=NN2C=CC=CC2=C1,CC1=NN=C(CNC(=O)C2=C(C)C(C)(C)OC2=O)N1C1CC1,CN(CCc1ccccc1F)C(C(=O)NC1CC(F)(F)C1)c1cc2ccccn2n1,CC1=C(C(=O)NCc2nnc(C)n2C2CC2)C(=O)OC1(C)C,30,33,22,24,11.042588,0.723879,11,10,11,10,1,0,0,1,0
584,901,282,8616169,9846240,CCCC1=NNC(C(=O)N(CC[C@H]2CCC(=O)N2)CC2=NNC(C3CCC3)=C2)=C1,CCC1=C(C(=O)NC(C)C2CCN(S(=O)(=O)C3=CC=CC4=CC=CN=C43)C2)N=NN1CC,CCCc1cc(C(=O)N(CC[C@H]2CCC(=O)N2)Cc2cc(C3CCC3)[nH]n2)[nH]n1,CCc1c(C(=O)NC(C)C2CCN(S(=O)(=O)c3cccc4cccnc34)C2)nnn1CC,29,32,32,35,135.500336,3.662576,15,14,15,14,1,0,0,1,0
