pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback,nvmolkit_phase2_iters,nvmolkit_initial_seeds,nvmolkit_mismatched_initial_seeds,nvmolkit_popped,nvmolkit_seed_checks,nvmolkit_match_calls,nvmolkit_match_found,nvmolkit_bound_rejected,nvmolkit_expanded,nvmolkit_fill_zero,nvmolkit_stage0_attempts,nvmolkit_stage0_success,nvmolkit_stage1_attempts,nvmolkit_stage1_success,nvmolkit_stage2_attempts,nvmolkit_stage2_success,nvmolkit_individual_bond_excluded,nvmolkit_fast_attempts,nvmolkit_fast_success,nvmolkit_fallback_calls,nvmolkit_fallback_success,nvmolkit_fallback_fail,nvmolkit_fallback_overflow,nvmolkit_max_queue,nvmolkit_forced_exit
0,654,114,5240309,5937853,CC1=C(NC(=O)CC2CCN(C(=O)OC(C)(C)C)C2)C=CC=C1S(N)(=O)=O,CCN1N=CC(C)=C1C(=O)NCC(C)CN(C)C(=O)C1=CSC(C(C)=O)=N1,Cc1c(NC(=O)CC2CCN(C(=O)OC(C)(C)C)C2)cccc1S(N)(=O)=O,CCn1ncc(C)c1C(=O)NCC(C)CN(C)C(=O)c1csc(C(C)=O)n1,27,28,27,28,11.400023,,12,11,,,0,0,0,1,0,69,28,5,271,445,445,230,104,271,2,215,99,260,99,33,9,79,417,98,347,132,215,0,23,0
