pair_index,mol_a_idx,mol_b_idx,input_line_a,input_line_b,input_smiles_a,input_smiles_b,smiles_a,smiles_b,atoms_a,bonds_a,atoms_b,bonds_b,nvmolkit_time_ms,rdkit_time_ms,nvmolkit_atoms,nvmolkit_bonds,rdkit_atoms,rdkit_bonds,rdkit_completed,nvmolkit_canceled,nvmolkit_overflowed,nvmolkit_used_gpu,nvmolkit_used_fallback,a_atoms,a_bonds,a_rotatable_bonds,a_hetero_atoms,a_carbon_atoms,a_carbon_fraction,a_hetero_fraction,a_longest_acyclic_carbon_chain,a_logp,a_tpsa,a_rings,a_aromatic_rings,a_aliphatic_rings,a_ring_atoms,a_ring_bonds,a_largest_ring,a_fused_ring_atoms,b_atoms,b_bonds,b_rotatable_bonds,b_hetero_atoms,b_carbon_atoms,b_carbon_fraction,b_hetero_fraction,b_longest_acyclic_carbon_chain,b_logp,b_tpsa,b_rings,b_aromatic_rings,b_aliphatic_rings,b_ring_atoms,b_ring_bonds,b_largest_ring,b_fused_ring_atoms,pair_min_atoms,pair_max_atoms,pair_avg_atoms,pair_absdiff_atoms,pair_min_bonds,pair_max_bonds,pair_avg_bonds,pair_absdiff_bonds,pair_min_rotatable_bonds,pair_max_rotatable_bonds,pair_avg_rotatable_bonds,pair_absdiff_rotatable_bonds,pair_min_hetero_atoms,pair_max_hetero_atoms,pair_avg_hetero_atoms,pair_absdiff_hetero_atoms,pair_min_carbon_atoms,pair_max_carbon_atoms,pair_avg_carbon_atoms,pair_absdiff_carbon_atoms,pair_min_carbon_fraction,pair_max_carbon_fraction,pair_avg_carbon_fraction,pair_absdiff_carbon_fraction,pair_min_hetero_fraction,pair_max_hetero_fraction,pair_avg_hetero_fraction,pair_absdiff_hetero_fraction,pair_min_longest_acyclic_carbon_chain,pair_max_longest_acyclic_carbon_chain,pair_avg_longest_acyclic_carbon_chain,pair_absdiff_longest_acyclic_carbon_chain,pair_min_logp,pair_max_logp,pair_avg_logp,pair_absdiff_logp,pair_min_tpsa,pair_max_tpsa,pair_avg_tpsa,pair_absdiff_tpsa,pair_min_rings,pair_max_rings,pair_avg_rings,pair_absdiff_rings,pair_min_aromatic_rings,pair_max_aromatic_rings,pair_avg_aromatic_rings,pair_absdiff_aromatic_rings,pair_min_aliphatic_rings,pair_max_aliphatic_rings,pair_avg_aliphatic_rings,pair_absdiff_aliphatic_rings,pair_min_ring_atoms,pair_max_ring_atoms,pair_avg_ring_atoms,pair_absdiff_ring_atoms,pair_min_ring_bonds,pair_max_ring_bonds,pair_avg_ring_bonds,pair_absdiff_ring_bonds,pair_min_largest_ring,pair_max_largest_ring,pair_avg_largest_ring,pair_absdiff_largest_ring,pair_min_fused_ring_atoms,pair_max_fused_ring_atoms,pair_avg_fused_ring_atoms,pair_absdiff_fused_ring_atoms,log_nvmolkit_time_ms,log_rdkit_time_ms,time_ratio_nv_over_rdkit,log_time_ratio_nv_over_rdkit,mcs_atoms,mcs_bonds,mcs_atom_fraction_small,mcs_bond_fraction_small
279,94,649,4847972,883747,CS(=O)CCC(=O)N1CCC[C@@H]1CN1C=C(C2=CC=CC(F)=C2N)N=N1,CC[C@@H](C)N(C)C(=O)/C=C/C(C)(C)NC(=O)C1=CCCC1,CS(=O)CCC(=O)N1CCC[C@@H]1Cn1cc(-c2cccc(F)c2N)nn1,CC[C@@H](C)N(C)C(=O)/C=C/C(C)(C)NC(=O)C1=CCCC1,26,28,21,21,3.748651,0.381598,9,8,9,8,1,0,0,1,0,26.0,28.0,6.0,9.0,17.0,0.6538461538461539,0.34615384615384615,3.0,1.4259999999999997,94.11,3.0,2.0,1.0,16.0,16.0,6.0,0.0,21.0,21.0,6.0,4.0,17.0,0.8095238095238095,0.19047619047619047,4.0,2.8046000000000006,49.410000000000004,1.0,0.0,1.0,5.0,5.0,5.0,0.0,21.0,26.0,23.5,5.0,21.0,28.0,24.5,7.0,6.0,6.0,6.0,0.0,4.0,9.0,6.5,5.0,17.0,17.0,17.0,0.0,0.6538461538461539,0.8095238095238095,0.7316849816849818,0.15567765567765568,0.19047619047619047,0.34615384615384615,0.2683150183150183,0.15567765567765568,3.0,4.0,3.5,1.0,1.4259999999999997,2.8046000000000006,2.1153000000000004,1.378600000000001,49.410000000000004,94.11,71.76,44.699999999999996,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,16.0,10.5,11.0,5.0,16.0,10.5,11.0,5.0,6.0,5.5,1.0,0.0,0.0,0.0,0.0,0.573875009418749,-0.41839391015043725,9.823560396018848,0.9922689195691863,9,8,0.42857142857142855,0.38095238095238093
280,433,849,2831394,7821504,CC1=C(C)N(C)C(CN(CC2=CCCC2)CC2COCCC2C)=N1,CC1(C)OCC(CCN(CC2=CC=C3CCOC3=C2)CC2C3CCC2CC3)O1,Cc1nc(CN(CC2=CCCC2)CC2COCCC2C)n(C)c1C,CC1(C)OCC(CCN(Cc2ccc3c(c2)OCC3)CC2C3CCC2CC3)O1,24,26,28,32,35.134769,0.993631,16,15,16,15,1,0,0,1,0,24.0,26.0,6.0,4.0,20.0,0.8333333333333334,0.16666666666666666,1.0,3.6218400000000024,30.290000000000003,3.0,1.0,2.0,16.0,16.0,6.0,0.0,28.0,32.0,7.0,4.0,24.0,0.8571428571428571,0.14285714285714285,2.0,4.401300000000004,30.930000000000003,5.0,1.0,4.0,21.0,23.0,6.0,5.0,24.0,28.0,26.0,4.0,26.0,32.0,29.0,6.0,6.0,7.0,6.5,1.0,4.0,4.0,4.0,0.0,20.0,24.0,22.0,4.0,0.8333333333333334,0.8571428571428571,0.8452380952380952,0.023809523809523725,0.14285714285714285,0.16666666666666666,0.15476190476190477,0.023809523809523808,1.0,2.0,1.5,1.0,3.6218400000000024,4.401300000000004,4.011570000000003,0.779460000000002,30.290000000000003,30.930000000000003,30.610000000000003,0.6400000000000006,3.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,16.0,21.0,18.5,5.0,16.0,23.0,19.5,7.0,6.0,6.0,6.0,0.0,0.0,5.0,2.5,5.0,1.545737102533687,-0.0027748675309000764,35.35997669154847,1.548511970064587,16,15,0.6666666666666666,0.5769230769230769
281,283,45,4185089,8243543,CN(C)C1=CC=C(NC(=O)NNC(=O)NC2CCN(CCCO)C2)C=C1,C=C(F)C1(CC(=O)N2CCN(C(=O)C3=NNC4=CN=CC=C43)C(C)C2C)CCC1,CN(C)c1ccc(NC(=O)NNC(=O)NC2CCN(CCCO)C2)cc1,C=C(F)C1(CC(=O)N2CCN(C(=O)c3n[nH]c4cnccc34)C(C)C2C)CCC1,26,27,29,32,23.080227,1.22827,11,10,11,10,1,0,0,1,0,26.0,27.0,6.0,9.0,17.0,0.6538461538461539,0.34615384615384615,3.0,0.5450000000000013,108.97,2.0,1.0,1.0,11.0,11.0,6.0,0.0,29.0,32.0,4.0,8.0,21.0,0.7241379310344828,0.27586206896551724,2.0,3.0629000000000017,82.19000000000001,4.0,2.0,2.0,19.0,20.0,6.0,2.0,26.0,29.0,27.5,3.0,27.0,32.0,29.5,5.0,4.0,6.0,5.0,2.0,8.0,9.0,8.5,1.0,17.0,21.0,19.0,4.0,0.6538461538461539,0.7241379310344828,0.6889920424403183,0.07029177718832891,0.27586206896551724,0.34615384615384615,0.3110079575596817,0.07029177718832891,2.0,3.0,2.5,1.0,0.5450000000000013,3.0629000000000017,1.8039500000000015,2.5179000000000005,82.19000000000001,108.97,95.58000000000001,26.779999999999987,2.0,4.0,3.0,2.0,1.0,2.0,1.5,1.0,1.0,2.0,1.5,1.0,11.0,19.0,15.0,8.0,11.0,20.0,15.5,9.0,6.0,6.0,6.0,0.0,0.0,2.0,1.0,2.0,1.3632400759032166,0.08929384450962448,18.79084159020411,1.273946231393592,11,10,0.4230769230769231,0.37037037037037035
282,3,341,1692068,7596939,NCC1=CC=C(N)C(C(=O)NC2CCOC3=NC(Br)=CC=C32)=C1,CCC(C)(C)N1N=NN=C1C(C1=CN=C(C2CC2)O1)N1CCC(C)(CSC)C1,NCc1ccc(N)c(C(=O)NC2CCOc3nc(Br)ccc32)c1,CCC(C)(C)n1nnnc1C(c1cnc(C2CC2)o1)N1CCC(C)(CSC)C1,23,25,28,31,51.656384,2.188825,14,13,14,13,1,0,0,1,0,23.0,25.0,3.0,7.0,16.0,0.6956521739130435,0.30434782608695654,1.0,2.1386000000000003,103.26,3.0,2.0,1.0,16.0,17.0,6.0,2.0,28.0,31.0,8.0,8.0,20.0,0.7142857142857143,0.2857142857142857,4.0,3.8480000000000034,72.86999999999999,4.0,2.0,2.0,18.0,18.0,5.0,0.0,23.0,28.0,25.5,5.0,25.0,31.0,28.0,6.0,3.0,8.0,5.5,5.0,7.0,8.0,7.5,1.0,16.0,20.0,18.0,4.0,0.6956521739130435,0.7142857142857143,0.7049689440993789,0.018633540372670843,0.2857142857142857,0.30434782608695654,0.2950310559006211,0.018633540372670843,1.0,4.0,2.5,3.0,2.1386000000000003,3.8480000000000034,2.993300000000002,1.7094000000000031,72.86999999999999,103.26,88.065,30.390000000000015,3.0,4.0,3.5,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.5,1.0,16.0,18.0,17.0,2.0,17.0,18.0,17.5,1.0,5.0,6.0,5.5,1.0,0.0,2.0,1.0,2.0,1.7131240018409686,0.3402110404292962,23.600052082738458,1.3729129614116724,14,13,0.6086956521739131,0.52
283,789,133,4285362,559175,CC[C@@H](NC(=O)C12CC(C)(CN1C(=O)C1=C(C)NN=C1C)C2)C(=O)OC,CC=CCC(=O)N1CC=CC1C(=O)NC(CO)C1CC1,CC[C@@H](NC(=O)C12CC(C)(CN1C(=O)c1c(C)n[nH]c1C)C2)C(=O)OC,CC=CCC(=O)N1CC=CC1C(=O)NC(CO)C1CC1,26,28,20,21,90.045906,0.79908,17,16,17,16,1,0,0,1,0,26.0,28.0,5.0,8.0,18.0,0.6923076923076923,0.3076923076923077,4.0,1.0890400000000002,104.39,4.0,1.0,3.0,11.0,12.0,5.0,6.0,20.0,21.0,6.0,5.0,15.0,0.75,0.25,3.0,0.6066999999999997,69.64,2.0,0.0,2.0,8.0,8.0,5.0,0.0,20.0,26.0,23.0,6.0,21.0,28.0,24.5,7.0,5.0,6.0,5.5,1.0,5.0,8.0,6.5,3.0,15.0,18.0,16.5,3.0,0.6923076923076923,0.75,0.7211538461538461,0.05769230769230771,0.25,0.3076923076923077,0.27884615384615385,0.05769230769230771,3.0,4.0,3.5,1.0,0.6066999999999997,1.0890400000000002,0.8478699999999999,0.48234000000000055,69.64,104.39,87.015,34.75,2.0,4.0,3.0,2.0,0.0,1.0,0.5,1.0,2.0,3.0,2.5,1.0,8.0,11.0,9.5,3.0,8.0,12.0,10.0,4.0,5.0,5.0,5.0,0.0,0.0,6.0,3.0,6.0,1.9544639721025001,-0.09740973905983058,112.68697251839616,2.0518737111623304,17,16,0.85,0.7619047619047619
284,652,268,205531,2423747,CCC(NC(=O)C1=C(C)C=C(C#N)S1)C1=NN=CN1,CCS(=O)(=O)CCNC(=O)[C@H]1CCCN1C(=O)[C@@H]1CC[C@H]1COC,CCC(NC(=O)c1sc(C#N)cc1C)c1nnc[nH]1,CCS(=O)(=O)CCNC(=O)[C@H]1CCCN1C(=O)[C@@H]1CC[C@H]1COC,19,20,24,25,34.298374,0.994309,14,13,14,13,1,0,0,1,0,19.0,20.0,4.0,7.0,12.0,0.631578947368421,0.3684210526315789,3.0,1.9273999999999998,94.46000000000001,2.0,2.0,0.0,10.0,10.0,5.0,0.0,24.0,25.0,8.0,8.0,16.0,0.6666666666666666,0.3333333333333333,2.0,0.20090000000000208,92.78000000000002,2.0,0.0,2.0,9.0,9.0,5.0,0.0,19.0,24.0,21.5,5.0,20.0,25.0,22.5,5.0,4.0,8.0,6.0,4.0,7.0,8.0,7.5,1.0,12.0,16.0,14.0,4.0,0.631578947368421,0.6666666666666666,0.6491228070175439,0.03508771929824561,0.3333333333333333,0.3684210526315789,0.3508771929824561,0.03508771929824561,2.0,3.0,2.5,1.0,0.20090000000000208,1.9273999999999998,1.064150000000001,1.7264999999999977,92.78000000000002,94.46000000000001,93.62,1.6799999999999926,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,9.0,10.0,9.5,1.0,9.0,10.0,9.5,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5352735317172308,-0.0024786295457021146,34.494683242332115,1.5377521612629328,14,13,0.7368421052631579,0.65
285,165,759,9767523,8626595,CC1=CC(F)=CN=C1C1=CN(C2=CN=CC(C(=O)NNC(=O)C3CC4CCC3O4)=C2)N=N1,CC1=CC(C(=O)N(CC2=C3C=CN(C)C3=CC=C2)C[C@@H]2CCCC[C@H]2O)=CC=N1,Cc1cc(F)cnc1-c1cn(-c2cncc(C(=O)NNC(=O)C3CC4CCC3O4)c2)nn1,Cc1cc(C(=O)N(Cc2cccc3c2ccn3C)C[C@@H]2CCCC[C@H]2O)ccn1,32,36,29,32,152.874725,4.81879,15,14,15,14,1,0,0,1,0,32.0,36.0,4.0,11.0,21.0,0.65625,0.34375,1.0,1.5003199999999994,123.92,5.0,3.0,2.0,24.0,25.0,6.0,3.0,29.0,32.0,5.0,5.0,24.0,0.8275862068965517,0.1724137931034483,1.0,4.0752200000000025,58.36,4.0,3.0,1.0,21.0,22.0,6.0,2.0,29.0,32.0,30.5,3.0,32.0,36.0,34.0,4.0,4.0,5.0,4.5,1.0,5.0,11.0,8.0,6.0,21.0,24.0,22.5,3.0,0.65625,0.8275862068965517,0.7419181034482758,0.1713362068965517,0.1724137931034483,0.34375,0.25808189655172414,0.1713362068965517,1.0,1.0,1.0,0.0,1.5003199999999994,4.0752200000000025,2.787770000000001,2.574900000000003,58.36,123.92,91.14,65.56,4.0,5.0,4.5,1.0,3.0,3.0,3.0,0.0,1.0,2.0,1.5,1.0,21.0,24.0,22.5,3.0,22.0,25.0,23.5,3.0,6.0,6.0,6.0,0.0,2.0,3.0,2.5,1.0,2.18433568881072,0.6829380004185706,31.724712012766695,1.5013976883921494,15,14,0.5172413793103449,0.4375
286,452,564,4615591,7531033,CN(CCOCCC(=O)NCC(F)C1=CC=CC=C1)C(=O)[C@@H]1CCOC1,CCC1=CC(C(=O)NCC2(C3=CN(CC4=CC=NC=N4)N=N3)CC2)=CC=C1C,CN(CCOCCC(=O)NCC(F)c1ccccc1)C(=O)[C@@H]1CCOC1,CCc1cc(C(=O)NCC2(c3cn(Cc4ccncn4)nn3)CC2)ccc1C,26,27,28,31,12.429352,0.505609,12,11,12,11,1,0,0,1,0,26.0,27.0,10.0,7.0,19.0,0.7307692307692307,0.2692307692307692,3.0,1.7149999999999994,67.87,2.0,1.0,1.0,11.0,11.0,6.0,0.0,28.0,31.0,7.0,7.0,21.0,0.75,0.25,2.0,2.4488200000000004,85.59,4.0,3.0,1.0,20.0,20.0,6.0,0.0,26.0,28.0,27.0,2.0,27.0,31.0,29.0,4.0,7.0,10.0,8.5,3.0,7.0,7.0,7.0,0.0,19.0,21.0,20.0,2.0,0.7307692307692307,0.75,0.7403846153846154,0.019230769230769273,0.25,0.2692307692307692,0.2596153846153846,0.019230769230769218,2.0,3.0,2.5,1.0,1.7149999999999994,2.4488200000000004,2.0819099999999997,0.733820000000001,67.87,85.59,76.73,17.72,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,11.0,20.0,15.5,9.0,11.0,20.0,15.5,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.094448487438098,-0.2961852040778286,24.582932661404367,1.3906336915159265,12,11,0.46153846153846156,0.4074074074074074
287,722,437,5837062,7409183,[N-]=[N+]=NCCCCC(=O)N[C@H](CC(=O)N1CCC(=C(F)F)CC1)CC1CC1,O=C(N[C@H]1C[C@H]2C[C@@H]1CN(C(=O)C1CC3CC3C1)C2)C1=CC2=CC=CN2C=C1,[N-]=[N+]=NCCCCC(=O)N[C@H](CC(=O)N1CCC(=C(F)F)CC1)CC1CC1,O=C(N[C@H]1C[C@H]2C[C@@H]1CN(C(=O)C1CC3CC3C1)C2)c1ccn2cccc2c1,27,28,28,33,105.023666,1.51124,20,19,20,19,1,0,0,1,0,27.0,28.0,10.0,9.0,18.0,0.6666666666666666,0.3333333333333333,5.0,3.9150000000000027,98.17,2.0,0.0,2.0,9.0,9.0,6.0,0.0,28.0,33.0,3.0,5.0,23.0,0.8214285714285714,0.17857142857142858,1.0,2.9522000000000004,53.82000000000001,6.0,2.0,4.0,23.0,26.0,6.0,7.0,27.0,28.0,27.5,1.0,28.0,33.0,30.5,5.0,3.0,10.0,6.5,7.0,5.0,9.0,7.0,4.0,18.0,23.0,20.5,5.0,0.6666666666666666,0.8214285714285714,0.7440476190476191,0.15476190476190477,0.17857142857142858,0.3333333333333333,0.25595238095238093,0.15476190476190474,1.0,5.0,3.0,4.0,2.9522000000000004,3.9150000000000027,3.4336000000000015,0.9628000000000023,53.82000000000001,98.17,75.995,44.349999999999994,2.0,6.0,4.0,4.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,9.0,23.0,16.0,14.0,9.0,26.0,17.5,17.0,6.0,6.0,6.0,0.0,0.0,7.0,3.5,7.0,2.0212871738804106,0.1793334401158504,69.49502792408883,1.84195373376456,20,19,0.7407407407407407,0.6785714285714286
288,574,9,5611587,4471919,CCC1=C(C(=O)N2CC3(C(=O)NCCC4=CSC=C4)CC2CCO3)N=CO1,CC1=CSC(C(=O)NCC2=CC=CC(C(=O)NC(C)C3=NC=CN3)=N2)=C1,CCc1ocnc1C(=O)N1CC2(C(=O)NCCc3ccsc3)CC1CCO2,Cc1csc(C(=O)NCc2cccc(C(=O)NC(C)c3ncc[nH]3)n2)c1,27,30,26,28,77.234421,3.190501,13,12,13,12,1,0,0,1,0,27.0,30.0,6.0,8.0,19.0,0.7037037037037037,0.2962962962962963,2.0,2.0309999999999997,84.67,4.0,2.0,2.0,18.0,19.0,6.0,3.0,26.0,28.0,6.0,8.0,18.0,0.6923076923076923,0.3076923076923077,2.0,2.595620000000001,99.77,3.0,3.0,0.0,16.0,16.0,6.0,0.0,26.0,27.0,26.5,1.0,28.0,30.0,29.0,2.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,18.0,19.0,18.5,1.0,0.6923076923076923,0.7037037037037037,0.698005698005698,0.01139601139601143,0.2962962962962963,0.3076923076923077,0.301994301994302,0.01139601139601143,2.0,2.0,2.0,0.0,2.0309999999999997,2.595620000000001,2.3133100000000004,0.5646200000000015,84.67,99.77,92.22,15.099999999999994,3.0,4.0,3.5,1.0,2.0,3.0,2.5,1.0,0.0,2.0,1.0,2.0,16.0,18.0,17.0,2.0,16.0,19.0,17.5,3.0,6.0,6.0,6.0,0.0,0.0,3.0,1.5,3.0,1.8878108951381427,0.503858885079524,24.207615355707457,1.3839520100586187,13,12,0.5,0.42857142857142855
289,114,77,5937853,5195946,CCN1N=CC(C)=C1C(=O)NCC(C)CN(C)C(=O)C1=CSC(C(C)=O)=N1,CC(C)(C)OC(=O)N1CCCC1CCC(=O)NCC1=CC=C2OC=CC2=C1,CCn1ncc(C)c1C(=O)NCC(C)CN(C)C(=O)c1csc(C(C)=O)n1,CC(C)(C)OC(=O)N1CCCC1CCC(=O)NCc1ccc2occc2c1,27,28,27,29,15.371882,1.177937,11,10,11,10,1,0,0,1,0,27.0,28.0,8.0,9.0,18.0,0.6666666666666666,0.3333333333333333,3.0,2.00862,97.19000000000001,2.0,2.0,0.0,10.0,10.0,5.0,0.0,27.0,29.0,5.0,6.0,21.0,0.7777777777777778,0.2222222222222222,3.0,4.2287000000000035,71.78,3.0,2.0,1.0,14.0,15.0,6.0,2.0,27.0,27.0,27.0,0.0,28.0,29.0,28.5,1.0,5.0,8.0,6.5,3.0,6.0,9.0,7.5,3.0,18.0,21.0,19.5,3.0,0.6666666666666666,0.7777777777777778,0.7222222222222222,0.11111111111111116,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.1111111111111111,3.0,3.0,3.0,0.0,2.00862,4.2287000000000035,3.118660000000002,2.2200800000000034,71.78,97.19000000000001,84.48500000000001,25.41000000000001,2.0,3.0,2.5,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.5,1.0,10.0,14.0,12.0,4.0,10.0,15.0,12.5,5.0,5.0,6.0,5.5,1.0,0.0,2.0,1.0,2.0,1.186727042007146,0.0711220635546366,13.04983373474133,1.1156049784525093,11,10,0.4074074074074074,0.35714285714285715
290,967,904,10252318,223527,CCOC(=O)C1=CC=C(NC(=O)C(C2=CC(OCC)=CC=C2)N2CCOC(C)(C)C2(C)C)C=C1,C#CC1(C)CCN(C(=O)C2=C(F)C=C(N)C(Cl)=C2)C1,CCOC(=O)c1ccc(NC(=O)C(c2cccc(OCC)c2)N2CCOC(C)(C)C2(C)C)cc1,C#CC1(C)CCN(C(=O)c2cc(Cl)c(N)cc2F)C1,34,36,19,20,45.100243,1.261936,14,14,14,14,1,0,0,1,0,34.0,36.0,8.0,7.0,27.0,0.7941176470588235,0.20588235294117646,2.0,4.831200000000004,77.1,3.0,2.0,1.0,18.0,18.0,6.0,0.0,19.0,20.0,1.0,5.0,14.0,0.7368421052631579,0.2631578947368421,1.0,2.5467000000000004,46.33,2.0,1.0,1.0,11.0,11.0,6.0,0.0,19.0,34.0,26.5,15.0,20.0,36.0,28.0,16.0,1.0,8.0,4.5,7.0,5.0,7.0,6.0,2.0,14.0,27.0,20.5,13.0,0.7368421052631579,0.7941176470588235,0.7654798761609907,0.05727554179566563,0.20588235294117646,0.2631578947368421,0.23452012383900928,0.05727554179566563,1.0,2.0,1.5,1.0,2.5467000000000004,4.831200000000004,3.6889500000000024,2.284500000000004,46.33,77.1,61.714999999999996,30.769999999999996,2.0,3.0,2.5,1.0,1.0,2.0,1.5,1.0,1.0,1.0,1.0,0.0,11.0,18.0,14.5,7.0,11.0,18.0,14.5,7.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.6541788818618806,0.10103732990680978,35.73893050043743,1.5531415519550709,14,14,0.7368421052631579,0.7
291,707,925,8176720,6553962,CN(C[C@@H]1CCCCN1C(=O)C1=CN2C=CN=C2S1)C(=O)CCOCC(F)(F)F,CCN(CC)C(C(=O)NC1CCC(F)(F)CC1)C1=CN(C2CC2(F)F)N=C1,CN(C[C@@H]1CCCCN1C(=O)c1cn2ccnc2s1)C(=O)CCOCC(F)(F)F,CCN(CC)C(C(=O)NC1CCC(F)(F)CC1)c1cnn(C2CC2(F)F)c1,29,31,27,29,84.0242,3.237778,13,12,13,12,1,0,0,1,0,29.0,31.0,7.0,11.0,18.0,0.6206896551724138,0.3793103448275862,3.0,2.8179000000000007,67.15,3.0,2.0,1.0,14.0,15.0,6.0,2.0,27.0,29.0,7.0,9.0,18.0,0.6666666666666666,0.3333333333333333,2.0,3.5402000000000022,50.160000000000004,3.0,1.0,2.0,14.0,14.0,6.0,0.0,27.0,29.0,28.0,2.0,29.0,31.0,30.0,2.0,7.0,7.0,7.0,0.0,9.0,11.0,10.0,2.0,18.0,18.0,18.0,0.0,0.6206896551724138,0.6666666666666666,0.6436781609195402,0.04597701149425282,0.3333333333333333,0.3793103448275862,0.3563218390804598,0.04597701149425287,2.0,3.0,2.5,1.0,2.8179000000000007,3.5402000000000022,3.1790500000000015,0.7223000000000015,50.160000000000004,67.15,58.655,16.990000000000002,3.0,3.0,3.0,0.0,1.0,2.0,1.5,1.0,1.0,2.0,1.5,1.0,14.0,14.0,14.0,0.0,14.0,15.0,14.5,1.0,6.0,6.0,6.0,0.0,0.0,2.0,1.0,2.0,1.924404386214535,0.510247067802091,25.95119245359008,1.4141573184124439,13,12,0.48148148148148145,0.41379310344827586
292,152,558,2237266,2672686,COC1=CC(S(C)(=O)=O)=CC=C1NC(=O)NC1(CO)CC(C)(C)C1,O=C1CC(C(=O)NC/C=C\CNC(=O)[C@H]2C[C@@H]2C2CCCO2)=NN1,COc1cc(S(C)(=O)=O)ccc1NC(=O)NC1(CO)CC(C)(C)C1,O=C1CC(C(=O)NC/C=C\CNC(=O)[C@H]2C[C@@H]2C2CCCO2)=NN1,24,25,24,26,15.372704,0.828512,8,7,8,7,1,0,0,1,0,24.0,25.0,5.0,8.0,16.0,0.6666666666666666,0.3333333333333333,1.0,1.7712999999999997,104.73,2.0,1.0,1.0,10.0,10.0,6.0,0.0,24.0,26.0,7.0,8.0,16.0,0.6666666666666666,0.3333333333333333,2.0,-0.5339999999999987,108.89000000000001,3.0,0.0,3.0,13.0,13.0,5.0,0.0,24.0,24.0,24.0,0.0,25.0,26.0,25.5,1.0,5.0,7.0,6.0,2.0,8.0,8.0,8.0,0.0,16.0,16.0,16.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0,1.5,1.0,-0.5339999999999987,1.7712999999999997,0.6186500000000005,2.305299999999998,104.73,108.89000000000001,106.81,4.160000000000011,2.0,3.0,2.5,1.0,0.0,1.0,0.5,1.0,1.0,3.0,2.0,2.0,10.0,13.0,11.5,3.0,10.0,13.0,11.5,3.0,5.0,6.0,5.5,1.0,0.0,0.0,0.0,0.0,1.1867502649618613,-0.0817011969657775,18.55459426055386,1.2684514619276388,8,7,0.3333333333333333,0.28
293,36,854,3149125,3570458,COC1=CC=C(NC(=O)C(=O)NC2=C(C)C=C(C)N=C2Cl)C(F)=C1F,C[C@H]1CCO[C@H]1C(=O)NC[C@H]1CCCCN1C(=O)/C=C/C1=CNC=N1,COc1ccc(NC(=O)C(=O)Nc2c(C)cc(C)nc2Cl)c(F)c1F,C[C@H]1CCO[C@H]1C(=O)NC[C@H]1CCCCN1C(=O)/C=C/c1c[nH]cn1,25,26,25,27,35.903248,1.740777,13,12,13,12,1,0,0,1,0,25.0,26.0,3.0,9.0,16.0,0.64,0.36,2.0,3.215840000000001,80.32,2.0,2.0,0.0,12.0,12.0,6.0,0.0,25.0,27.0,5.0,7.0,18.0,0.72,0.28,2.0,1.3451999999999993,87.32000000000001,3.0,1.0,2.0,16.0,16.0,6.0,0.0,25.0,25.0,25.0,0.0,26.0,27.0,26.5,1.0,3.0,5.0,4.0,2.0,7.0,9.0,8.0,2.0,16.0,18.0,17.0,2.0,0.64,0.72,0.6799999999999999,0.07999999999999996,0.28,0.36,0.32,0.07999999999999996,2.0,2.0,2.0,0.0,1.3451999999999993,3.215840000000001,2.28052,1.8706400000000016,80.32,87.32000000000001,83.82,7.000000000000014,2.0,3.0,2.5,1.0,1.0,2.0,1.5,1.0,0.0,2.0,1.0,2.0,12.0,16.0,14.0,4.0,12.0,16.0,14.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.555133738959116,0.24074313994417057,20.624840516619876,1.3143905990149454,13,12,0.52,0.46153846153846156
